,0
0,185.81492897727273
1,0.5999343039772728
2,0.24645491166548297
3,0.8275405051491477
4,0.5346619762073863
5,0.22779599276455964
6,0.3581584028764205
7,0.4185247802734375
8,0.940696133700284
9,0.12634201049804689
10,0.45245505593039775
11,0.37811426336115056
12,0.4106373457475142
13,1.0855307839133523
14,0.1378644353693182
15,0.256021728515625
16,0.5806110174005682
17,0.28153886274857953
18,0.9830561967329545
19,0.33949440696022726
20,0.29854994340376423
21,0.3816155450994318
22,0.620931230024858
23,0.947461270419034
24,0.2071497414328835
25,0.5396557062322443
26,0.3172665682705966
27,0.4818809925426137
28,0.9495079456676137
29,0.6766678688742899
30,0.38027379816228696
31,0.5234507057883523
32,0.38885145707563923
33,0.986331454190341
34,0.41491355202414776
35,0.5314142955433239
36,0.3404232233220881
37,0.5564157381924716
38,1.0554027210582386
39,0.29904726895419037
40,0.5603523947975853
41,0.4475572343306108
42,0.408000654740767
43,1.2284270685369318
44,0.3878933160955256
45,0.23572168523615059
46,0.7235886452414774
47,0.3994815340909091
48,1.084323397549716
49,0.49715115633877843
50,0.5504172585227273
51,0.41147727272727275
52,0.5533908358487216
53,1.1838438831676137
54,0.31312247536399146
55,0.5124198219992898
56,0.5863143643465909
57,0.41947110262784093
58,1.196585693359375
59,0.6248766534978692
60,0.4718539706143466
61,0.6279408957741477
62,0.49568997469815346
63,1.1219838645241476
64,0.5123474675958807
65,0.545810546875
66,0.475557861328125
67,0.6423606178977274
68,1.152630060369318
69,0.4508721646395597
70,0.5864530806107955
71,0.4761067893288352
72,0.5307558371803978
73,1.3075190873579547
74,0.47176924272017046
75,0.4810971901633523
76,0.623392500443892
77,0.5742229114879261
78,1.149947176846591
79,0.574878817471591
80,0.5972964200106534
81,0.477926025390625
82,0.6804650324041194
83,1.2040203302556818
84,0.4800951593572443
85,0.635689530806108
86,0.4947559148615057
87,0.5822951993075285
88,1.2402733265269885
89,0.6376550847833807
90,0.5411689342151988
91,0.6812380149147726
92,0.5352873091264204
93,1.2089930308948864
94,0.6398526833274147
95,0.6009363347833807
96,0.5771979869495738
97,0.6548772638494319
98,1.2958412863991478
99,0.4807243763316762
100,0.6589306085759944
101,0.48005465420809657
102,0.62263671875
103,1.2839884810014204
104,0.587105379971591
105,0.5519555109197443
106,0.7787826815518466
107,0.5439150168678978
108,1.2181081321022726
109,0.6079948841441761
110,0.5944455233487216
111,0.48048728249289774
112,0.864666581587358
113,1.209028653231534
114,0.6056632856889205
115,0.6136415793678978
116,0.5547131902521307
117,0.7389764404296875
118,1.3311890758167613
119,0.5738052090731535
120,0.6077808172052557
121,0.64585693359375
122,0.5424407404119318
123,1.49325439453125
124,0.5245055042613637
125,0.5343054754083807
126,0.6932320334694602
127,0.590833740234375
128,1.2535090775923294
129,0.7218185702237215
130,0.6025772372159091
131,0.5987511652166193
132,0.7498563454367898
133,1.3417264071377841
134,0.5381673362038353
135,0.6592409446022727
136,0.5885236705433239
137,0.5463878284801137
138,1.502455721768466
139,0.5481272194602272
140,0.579264082475142
141,0.7350328480113636
142,0.563428622159091
143,1.251874667080966
144,0.7813565340909091
145,0.620460371537642
146,0.5372624067826705
147,0.793613114790483
148,1.3157838023792612
149,0.6016610440340909
150,0.5995042835582387
151,0.6986722079190341
152,0.5754352916370739
153,1.5350288529829548
154,0.5370205411044034
155,0.5477676669034091
156,0.7410246693004261
157,0.6688461026278409
158,1.2869059614701703
159,0.6840263782848011
160,0.6541309703480114
161,0.5605894886363637
162,0.80676025390625
163,1.3112298029119318
164,0.45673356489701705
165,0.7434248490767046
166,0.654606600674716
167,0.554993896484375
168,1.5073166725852272
169,0.5453823575106534
170,0.5475185879794034
171,0.7446027721058239
172,0.6424153830788352
173,1.275226384943182
174,0.7330305619673295
175,0.6159689053622159
176,0.578941650390625
177,0.8390669389204546
178,1.2632361949573865
179,0.7451643510298296
180,0.6362432861328124
181,0.7791149347478694
182,0.497530351118608
183,1.4584343927556818
184,0.5424343594637784
185,0.5429797918146307
186,0.7750674161044034
187,0.6348697731711648
188,1.256834716796875
189,0.7310360995205966
190,0.6622615744850852
191,0.589917325106534
192,0.7620561079545455
193,1.277356844815341
194,0.5147258411754262
195,0.7472130237926136
196,0.6001839932528409
197,0.6307753684303977
198,1.4664673961292614
199,0.5520648193359375
200,0.5492047674005682
201,0.698207120028409
202,0.6375032737038352
203,1.257167080965909
204,0.7020118852095171
205,0.6624078924005681
206,0.5542054332386364
207,0.8191375732421875
208,1.289904119318182
209,0.6585529674183239
210,0.5862979958274148
211,0.7143809925426136
212,0.54091552734375
213,1.4259442693536932
214,0.6173293235085228
215,0.5567433305220171
216,0.6345353005149148
217,0.693244462446733
218,1.221456298828125
219,0.6879316850142045
220,0.6264358243075284
221,0.5688521506569603
222,0.7535488614169035
223,1.2917628062855113
224,0.470794677734375
225,0.6875663063742898
226,0.6294494074041193
227,0.5400578169389205
228,1.393788174715909
229,0.5713927112926137
230,0.565561190518466
231,0.7303488991477274
232,0.5842399458451705
233,1.214634121981534
234,0.6328312544389205
235,0.6143260609019887
236,0.5427007501775568
237,0.7831083540482955
238,1.25559814453125
239,0.503184814453125
240,0.7185882013494319
241,0.5924248712713068
242,0.7661481822620739
243,1.3286655495383521
244,0.5571362859552557
245,0.6179868386008522
246,0.631291170987216
247,0.638784013227983
248,1.4438685191761362
249,0.5758401766690341
250,0.5372152987393466
251,0.7806648947975852
252,0.6676659601384943
253,1.3389677290482953
254,0.7126271750710227
255,0.6880193536931819
256,0.6943362149325284
257,0.7896865567294035
258,1.4613043767755682
259,0.570408602627841
260,0.8497163529829546
261,0.6062272505326705
262,0.7015610018643466
263,1.6703851873224431
264,0.5260281094637784
265,0.6697065318714489
266,0.8744265469637784
267,0.7618149636008523
268,1.527308349609375
269,0.8423907470703125
270,0.7347164084694602
271,0.8559513716264204
272,0.8035954700816761
273,1.627981178977273
274,0.67822998046875
275,0.8859824440696024
276,0.8134003240411931
277,0.776680741743608
278,1.8095787464488637
279,0.7724788596413351
280,0.7314274458451705
281,0.9347288929332386
282,0.8938910466974431
283,1.730240145596591
284,0.9347113591974431
285,0.8134322842684659
286,0.829116377397017
287,1.0344501287286931
288,1.849311856356534
289,0.8021610329367899
290,1.0439251154119318
291,0.9055422696200285
292,0.8189962491122159
293,2.120435458096591
294,0.8437736927379261
295,0.9634862171519886
296,1.0373860307173295
297,0.9421091530539774
298,1.9732805841619319
299,1.1204604270241476
300,0.8689849853515625
301,0.936621426669034
302,1.083578768643466
303,1.8414544122869319
304,0.8477631170099431
305,0.9834139737215909
306,0.8582666015625
307,0.8930467640269886
308,1.995978116122159
309,0.7598011363636364
310,0.7563999245383524
311,1.0411655495383523
312,0.7875530450994319
313,1.6800184215198863
314,0.8679712468927556
315,0.8326514226740056
316,0.6864741099964489
317,0.9558986594460227
318,1.6938641912286931
319,0.5330689031427557
320,0.8800155917080965
321,0.7531415349786932
322,0.703968672318892
323,1.6227115145596591
324,0.617546553178267
325,0.6008164284446023
326,0.8998212224786931
327,0.540629716352983
328,1.4402569025213068
329,0.8434928200461649
330,0.5850743519176137
331,0.6685085227272727
332,0.654920820756392
333,1.4091664817116478
334,0.3514422052556818
335,0.7510043057528409
336,0.5107970081676136
337,0.47542635830965907
338,1.469485529119318
339,0.3341845703125
340,0.43930394952947444
341,0.730456376509233
342,0.41651439319957384
343,1.222273282137784
344,0.46964882590553975
345,0.5043280584161932
346,0.5040506813742898
347,0.625185713334517
348,1.1850959916548296
349,0.2179356522993608
350,0.736119051846591
351,0.4311099520596591
352,0.6097174072265625
353,1.2557468483664773
354,0.3409065940163352
355,0.5242887739701705
356,0.7605851052024148
357,0.4753189919211648
358,1.2451880992542614
359,0.6905255681818181
360,0.5584525923295455
361,0.7326025390625
362,0.6792704079367898
363,1.430859042080966
364,0.6324270352450284
365,0.874172529740767
366,0.5982391357421875
367,0.783926114169034
368,1.886920720880682
369,0.7724896795099432
370,1.0280472079190341
371,0.879162930575284
372,0.9455377752130681
373,2.076132590553977
374,1.0034560324928976
375,1.1027333762428977
376,1.160760830965909
377,1.168453702059659
378,2.421259987571023
379,1.352913818359375
380,1.331737726384943
381,1.3544385875355112
382,1.5441822398792613
383,2.9518516956676137
384,1.5689665083451703
385,1.7221018288352272
386,1.6572179066051138
387,1.7808977716619319
388,3.689304865056818
389,1.9621502130681818
390,1.9618707830255682
391,2.1874198774857954
392,2.111781560724432
393,4.5267786754261365
394,2.4366552734375
395,2.447581232244318
396,2.552236328125
397,2.69103515625
398,5.509095791903409
399,2.9141477272727276
400,3.0436345880681817
401,3.1081882546164774
402,3.2523692737926138
403,6.710569513494319
404,3.5231181196732955
405,3.641981756036932
406,3.7748162286931817
407,3.8798508522727273
