,0
0,129.7403125
1,0.2123354547674006
2,0.350263671875
3,0.40709042635830966
4,0.7806402587890625
5,0.11270763744007457
6,0.5119896351207387
7,0.22075912475585938
8,1.1151335005326706
9,0.05537942712957209
10,1.0907368607954546
11,0.1294359657981179
12,1.0833348499644886
13,0.06728028037331321
14,1.296699551669034
15,0.09339148781516336
16,1.028851318359375
17,0.09600039395419033
18,0.8997554154829546
19,0.49870849609375
20,0.4674573308771307
21,0.6613373912464489
22,0.9139568536931819
23,0.5489774946732955
24,0.5593245072798295
25,0.5847347190163352
26,0.38262026700106533
27,0.6853067848899148
28,0.884047518643466
29,13.73287198153409
30,0.060856267755681814
31,0.7683604847301136
32,0.32092931574041195
33,1.1503550026633524
34,0.23933887828480113
35,0.8951778342507102
36,0.6368454811789772
37,0.9292095392400569
38,0.24521201393821024
39,1.0374562766335227
40,1.14701904296875
41,0.5380708451704546
42,0.7084834983132101
43,0.5927170077237216
44,0.6406646728515625
45,1.3146666370738638
46,0.42372816606001423
47,0.7575236927379261
48,0.5518560791015625
49,0.7237687544389204
50,0.5415720436789773
51,0.7058875621448863
52,0.40709375554865057
53,1.2581159002130682
54,0.14217866377397018
55,1.1657192160866476
56,0.3779505781693892
57,0.937607421875
58,0.6959529252485795
59,14.271879438920456
60,0.21853754216974433
61,1.2444959605823864
62,1.4322404341264203
63,0.68603515625
64,0.9808579323508524
65,0.7145203191583807
66,0.8640565074573864
67,0.6163068736683238
68,0.8674016779119319
69,0.5090526234019886
70,0.670063143643466
71,1.0952268288352274
72,1.71230224609375
73,0.7500644753196023
74,0.4169367009943182
75,1.2678248180042615
76,0.34281569047407673
77,1.1744984019886364
78,0.5832867986505682
79,0.5250026633522727
80,0.46852555708451704
81,0.951054354580966
82,0.9054817338423296
83,0.8477510209517045
84,0.8159048184481534
85,0.7547640158913351
86,0.45247955322265626
87,1.385423916903409
88,0.2709895740855824
89,13.295421697443182
90,0.1396354952725497
91,1.230536776455966
92,1.2031812633167613
93,1.203323086825284
94,0.3173675537109375
95,1.2541624866832386
96,0.7862814608487215
97,1.31262451171875
98,0.6799861283735795
99,0.8037872314453125
100,1.4687342418323863
101,0.3874927590110085
102,1.314948397549716
103,1.0536952903053978
104,0.6049398526278409
105,1.2839787153764204
106,0.6773673872514204
107,1.2839567427201704
108,0.8879482199928976
109,1.7984493741122158
110,0.4521195845170455
111,1.7167136452414773
112,0.7035643421519886
113,1.49982421875
114,0.5776118607954546
115,1.3485102982954547
116,1.3373920232599432
117,1.3088132546164772
118,1.164061279296875
119,5.568495205965909
120,0.5019734330610796
121,1.4819000799005682
122,1.2009947620738637
123,1.2102448064630682
124,1.0183913352272727
125,1.4141875665838068
126,0.9292936567826705
127,0.8076948686079546
128,1.5539926979758523
129,0.7731814852627841
130,1.563571444424716
131,0.8945865145596591
132,1.6698439719460227
133,1.14848876953125
134,1.5394905229048297
135,1.091533203125
136,1.6272894841974432
